S_INFO_WINDCODE,TRADE_DT,S_DQ_CLOSE
000905.SZ,20240301,6.3700
601877.SH,20240301,20.8300
600470.SH,20240301,4.4800
300660.SZ,20240301,26.9900
605167.SH,20240301,9.3400
836270.BJ,20240301,12.8000
600850.SH,20240301,21.1800
873339.BJ,20240301,4.9100
002329.SZ,20240301,4.4500
300373.SZ,20240301,40.7400
600283.SH,20240301,11.2600
600128.SH,20240301,7.2000
300321.SZ,20240301,14.1800
300721.SZ,20240301,10.1700
600539.SH,20240301,4.7500
688207.SH,20240301,15.8700
688332.SH,20240301,66.6000
600617.SH,20240301,3.3500
688171.SH,20240301,16.0200
001211.SZ,20240301,15.7300
300639.SZ,20240301,7.3400
833781.BJ,20240301,5.3900
000028.SZ,20240301,31.3800
603969.SH,20240301,5.4500
600469.SH,20240301,5.3300
830879.BJ,20240301,10.3900
002787.SZ,20240301,6.3600
002137.SZ,20240301,5.4200
300101.SZ,20240301,16.8100
300096.SZ,20240301,4.2300
000893.SZ,20240301,22.6400
430198.BJ,20240301,10.3500
301058.SZ,20240301,10.2900
002467.SZ,20240301,4.4400
600568.SH,20240301,1.4600
300125.SZ,20240301,8.4100
002371.SZ,20240301,292.1500
001226.SZ,20240301,29.1100
688046.SH,20240301,13.5500
872374.BJ,20240301,11.9300
603928.SH,20240301,9.5700
000541.SZ,20240301,5.5900
601028.SH,20240301,9.2300
000089.SZ,20240301,6.5000
688478.SH,20240301,35.7300
300197.SZ,20240301,2.0800
300327.SZ,20240301,19.5700
600513.SH,20240301,8.7100
301103.SZ,20240301,24.8900
601500.SH,20240301,5.0700
301359.SZ,20240301,18.0100
601788.SH,20240301,17.0300
836419.BJ,20240301,8.5900
300025.SZ,20240301,8.3700
300717.SZ,20240301,12.1200
002238.SZ,20240301,11.3600
836247.BJ,20240301,24.7500
832522.BJ,20240301,17.4400
000553.SZ,20240301,6.5700
600127.SH,20240301,6.9300
835857.BJ,20240301,4.0800
688248.SH,20240301,27.6500
688226.SH,20240301,13.9000
000501.SZ,20240301,7.4700
301100.SZ,20240301,14.6800
301456.SZ,20240301,26.9100
300314.SZ,20240301,11.6500
300194.SZ,20240301,3.6700
300432.SZ,20240301,8.2800
300251.SZ,20240301,9.4500
002167.SZ,20240301,5.1900
688636.SH,20240301,46.2000
003816.SZ,20240301,3.8200
002522.SZ,20240301,3.8800
835368.BJ,20240301,34.0800
300054.SZ,20240301,20.9900
600444.SH,20240301,12.6000
605567.SH,20240301,9.1500
600557.SH,20240301,17.9300
001270.SZ,20240301,55.7100
000751.SZ,20240301,2.8000
688302.SH,20240301,35.9400
600415.SH,20240301,8.5500
605266.SH,20240301,48.7000
600220.SH,20240301,1.7600
600032.SH,20240301,7.6100
605286.SH,20240301,21.4500
688573.SH,20240301,20.9200
603718.SH,20240301,8.1700
000703.SZ,20240301,6.8900
600845.SH,20240301,47.1000
002909.SZ,20240301,5.5600
300718.SZ,20240301,15.8600
002772.SZ,20240301,6.8300
600629.SH,20240301,5.0200
301519.SZ,20240301,15.8500
002563.SZ,20240301,5.5000
300605.SZ,20240301,11.1600
603678.SH,20240301,21.6400
002422.SZ,20240301,27.4700
300339.SZ,20240301,23.6700
301082.SZ,20240301,12.4900
002439.SZ,20240301,23.0200
002738.SZ,20240301,37.4100
300899.SZ,20240301,21.8300
600239.SH,20240301,2.3700
688376.SH,20240301,35.5800
603908.SH,20240301,30.1000
603833.SH,20240301,69.4800
600853.SH,20240301,3.8500
600822.SH,20240301,9.5200
688096.SH,20240301,6.2500
000961.SZ,20240301,1.1200
603538.SH,20240301,13.7000
870299.BJ,20240301,7.3800
688321.SH,20240301,17.2900
300997.SZ,20240301,13.6900
002481.SZ,20240301,4.5600
605177.SH,20240301,19.9400
688079.SH,20240301,8.5500
603839.SH,20240301,5.3300
000543.SZ,20240301,7.1000
603700.SH,20240301,11.0200
002098.SZ,20240301,5.2300
600841.SH,20240301,4.3000
603477.SH,20240301,32.2000
300968.SZ,20240301,9.4900
605008.SH,20240301,13.4500
002495.SZ,20240301,2.2400
600125.SH,20240301,5.6600
000519.SZ,20240301,13.1800
688065.SH,20240301,47.4400
300850.SZ,20240301,25.0600
603863.SH,20240301,36.2500
002498.SZ,20240301,3.7500
600022.SH,20240301,1.3600
000526.SZ,20240301,60.3200
002205.SZ,20240301,8.0300
600714.SH,20240301,7.1500
300403.SZ,20240301,8.0000
603041.SH,20240301,10.0900
603113.SH,20240301,7.1400
001326.SZ,20240301,39.0000
002584.SZ,20240301,7.6000
688050.SH,20240301,166.6600
688020.SH,20240301,33.0000
301213.SZ,20240301,29.6000
688083.SH,20240301,82.8200
002679.SZ,20240301,8.9300
001215.SZ,20240301,43.0100
603190.SH,20240301,26.7800
001316.SZ,20240301,27.1400
002373.SZ,20240301,10.6500
002582.SZ,20240301,6.0600
601021.SH,20240301,55.8100
002044.SZ,20240301,5.6300
601188.SH,20240301,3.8300
002884.SZ,20240301,17.9800
000407.SZ,20240301,3.0400
300112.SZ,20240301,8.8000
301326.SZ,20240301,25.3200
601658.SH,20240301,4.8400
603309.SH,20240301,11.4100
600249.SH,20240301,4.6600
003003.SZ,20240301,8.2700
603177.SH,20240301,8.9000
603035.SH,20240301,15.2500
300315.SZ,20240301,5.4600
603826.SH,20240301,47.9200
603559.SH,20240301,5.3600
002148.SZ,20240301,4.5600
002821.SZ,20240301,102.2400
688166.SH,20240301,30.4000
601696.SH,20240301,10.9200
600362.SH,20240301,19.7100
300343.SZ,20240301,5.3500
300682.SZ,20240301,13.2800
603122.SH,20240301,6.4500
300998.SZ,20240301,18.4200
300518.SZ,20240301,12.0400
300190.SZ,20240301,3.3100
000861.SZ,20240301,1.4700
601825.SH,20240301,6.3900
301509.SZ,20240301,65.5400
600455.SH,20240301,18.0300
603139.SH,20240301,12.9200
000761.SZ,20240301,3.4000
300896.SZ,20240301,321.2200
301291.SZ,20240301,29.7000
600581.SH,20240301,3.1300
000566.SZ,20240301,3.7100
600985.SH,20240301,19.1600
688059.SH,20240301,64.1400
002122.SZ,20240301,3.8100
600780.SH,20240301,6.9000
603180.SH,20240301,21.9900
688488.SH,20240301,13.5400
003018.SZ,20240301,7.9100
835305.BJ,20240301,15.9200
600653.SH,20240301,1.6500
600303.SH,20240301,3.0700
688061.SH,20240301,29.5000
688550.SH,20240301,36.0000
605122.SH,20240301,11.0300
300844.SZ,20240301,23.7600
300528.SZ,20240301,8.4000
688233.SH,20240301,21.6800
000419.SZ,20240301,4.4200
832651.BJ,20240301,16.0000
301198.SZ,20240301,8.8600
300274.SZ,20240301,87.5700
301248.SZ,20240301,13.5600
601139.SH,20240301,6.7100
603192.SH,20240301,14.1700
301158.SZ,20240301,12.8900
300071.SZ,20240301,3.0000
600686.SH,20240301,6.7000
600496.SH,20240301,2.9200
000960.SZ,20240301,13.9700
688653.SH,20240301,13.6500
003005.SZ,20240301,25.8800
000563.SZ,20240301,3.0600
300451.SZ,20240301,4.8500
600867.SH,20240301,10.3200
300335.SZ,20240301,4.3800
835579.BJ,20240301,20.1200
002263.SZ,20240301,2.4000
300149.SZ,20240301,5.4000
002959.SZ,20240301,55.2600
600791.SH,20240301,3.5400
300210.SZ,20240301,11.6100
000702.SZ,20240301,4.0900
688295.SH,20240301,26.5600
301168.SZ,20240301,45.8000
002199.SZ,20240301,6.3600
000034.SZ,20240301,31.9000
605303.SH,20240301,7.9700
300668.SZ,20240301,20.9900
300268.SZ,20240301,10.0900
603682.SH,20240301,4.5500
601121.SH,20240301,5.8700
601678.SH,20240301,4.0800
605003.SH,20240301,16.0600
688779.SH,20240301,6.0900
601665.SH,20240301,4.3300
301191.SZ,20240301,95.2600
601156.SH,20240301,15.4000
301193.SZ,20240301,16.3700
603198.SH,20240301,63.6500
688619.SH,20240301,9.2400
002562.SZ,20240301,3.1600
300420.SZ,20240301,2.6400
300937.SZ,20240301,23.6600
001255.SZ,20240301,24.1900
603335.SH,20240301,4.7600
600006.SH,20240301,6.0500
300773.SZ,20240301,14.7600
688355.SH,20240301,14.3700
000903.SZ,20240301,2.3800
002173.SZ,20240301,8.9000
301548.SZ,20240301,48.1600
600301.SH,20240301,11.8200
000752.SZ,20240301,6.5100
000598.SZ,20240301,6.1100
301520.SZ,20240301,51.0500
002303.SZ,20240301,2.9000
300503.SZ,20240301,15.6100
603102.SH,20240301,34.8000
601857.SH,20240301,8.7800
688092.SH,20240301,28.2000
300151.SZ,20240301,15.1000
600724.SH,20240301,3.9400
002594.SZ,20240301,192.1800
301577.SZ,20240301,57.9900
300408.SZ,20240301,25.8200
600873.SH,20240301,10.7400
002460.SZ,20240301,40.1600
300123.SZ,20240301,6.0000
688017.SH,20240301,129.8800
301106.SZ,20240301,36.1300
300448.SZ,20240301,4.2000
000417.SZ,20240301,4.5200
301087.SZ,20240301,33.1600
000593.SZ,20240301,5.8700
002629.SZ,20240301,2.9800
001230.SZ,20240301,18.2300
839729.BJ,20240301,6.3900
002134.SZ,20240301,7.5100
603380.SH,20240301,19.4300
001322.SZ,20240301,9.9100
301293.SZ,20240301,66.9500
002926.SZ,20240301,8.1700
600860.SH,20240301,12.6100
000715.SZ,20240301,6.3500
002268.SZ,20240301,21.0200
300541.SZ,20240301,14.5000
300280.SZ,20240301,42.2000
300983.SZ,20240301,23.9200
600777.SH,20240301,2.6700
000404.SZ,20240301,6.0000
600869.SH,20240301,4.0700
300129.SZ,20240301,7.8700
000513.SZ,20240301,38.4800
002064.SZ,20240301,6.8000
688558.SH,20240301,24.8400
002655.SZ,20240301,10.5700
601375.SH,20240301,3.8400
001301.SZ,20240301,30.3000
000659.SZ,20240301,2.0900
301266.SZ,20240301,41.0300
688010.SH,20240301,19.0800
003026.SZ,20240301,26.7600
300469.SZ,20240301,10.8000
002558.SZ,20240301,11.8300
000731.SZ,20240301,6.9000
000582.SZ,20240301,7.6200
300299.SZ,20240301,4.9400
002570.SZ,20240301,3.3100
600526.SH,20240301,4.4600
301078.SZ,20240301,7.3600
601298.SH,20240301,7.1300
430489.BJ,20240301,7.1600
688299.SH,20240301,10.1800
001323.SZ,20240301,31.7700
300519.SZ,20240301,12.1900
600883.SH,20240301,6.2800
002742.SZ,20240301,3.0400
300344.SZ,20240301,4.2600
600060.SH,20240301,25.5700
002407.SZ,20240301,13.0800
300551.SZ,20240301,15.4900
603270.SH,20240301,23.3700
000422.SZ,20240301,9.0200
833346.BJ,20240301,13.2800
603388.SH,20240301,5.7300
600875.SH,20240301,16.3900
300852.SZ,20240301,30.7800
002850.SZ,20240301,73.3000
601366.SH,20240301,4.5300
301292.SZ,20240301,14.3900
301211.SZ,20240301,18.0500
300814.SZ,20240301,30.5000
000921.SZ,20240301,30.1900
300609.SZ,20240301,20.6000
600969.SH,20240301,5.0700
601880.SH,20240301,1.4600
601933.SH,20240301,2.6100
000985.SZ,20240301,13.4300
300961.SZ,20240301,7.9800
002976.SZ,20240301,23.8100
688005.SH,20240301,31.9800
601868.SH,20240301,2.1700
002066.SZ,20240301,8.6000
605588.SH,20240301,42.3500
603065.SH,20240301,10.5700
000597.SZ,20240301,4.6600
603922.SH,20240301,24.6000
688028.SH,20240301,18.0100
301508.SZ,20240301,42.2900
837006.BJ,20240301,14.3900
871478.BJ,20240301,19.0800
600666.SH,20240301,1.4300
003041.SZ,20240301,12.2100
300595.SZ,20240301,20.6000
603898.SH,20240301,8.6800
002454.SZ,20240301,5.9200
300188.SZ,20240301,15.9100
600331.SH,20240301,6.0100
831278.BJ,20240301,5.0100
600234.SH,20240301,5.8200
688678.SH,20240301,14.7900
688455.SH,20240301,9.5700
300761.SZ,20240301,19.3800
871396.BJ,20240301,13.9700
300697.SZ,20240301,9.2500
002728.SZ,20240301,15.2900
600660.SH,20240301,43.3800
300956.SZ,20240301,12.6800
601633.SH,20240301,23.9200
603356.SH,20240301,12.5600
002016.SZ,20240301,5.1500
300502.SZ,20240301,64.8000
000601.SZ,20240301,3.5100
600935.SH,20240301,2.8200
300681.SZ,20240301,14.4500
600696.SH,20240301,13.5000
688186.SH,20240301,14.7700
688597.SH,20240301,7.8300
603992.SH,20240301,16.2100
300663.SZ,20240301,11.6600
300833.SZ,20240301,101.0100
300168.SZ,20240301,7.0000
300855.SZ,20240301,23.5000
300730.SZ,20240301,11.4100
600733.SH,20240301,6.3800
688377.SH,20240301,17.6200
301335.SZ,20240301,17.1300
688528.SH,20240301,7.6300
688459.SH,20240301,8.9300
002591.SZ,20240301,5.0400
600566.SH,20240301,37.0800
301045.SZ,20240301,18.8800
601066.SH,20240301,23.5900
831445.BJ,20240301,5.7500
834062.BJ,20240301,6.6900
603499.SH,20240301,13.0800
300803.SZ,20240301,50.9500
002397.SZ,20240301,2.8300
605377.SH,20240301,19.7800
600400.SH,20240301,2.5300
000909.SZ,20240301,4.2800
300667.SZ,20240301,13.8000
301295.SZ,20240301,24.8800
300854.SZ,20240301,11.6000
688685.SH,20240301,32.7800
600195.SH,20240301,9.5400
002023.SZ,20240301,8.0900
688301.SH,20240301,237.2900
300275.SZ,20240301,9.2700
001269.SZ,20240301,49.3000
601061.SH,20240301,7.9600
300851.SZ,20240301,23.5700
600905.SH,20240301,4.6700
002614.SZ,20240301,6.8500
600353.SH,20240301,7.8200
002425.SZ,20240301,3.4900
603683.SH,20240301,8.6800
000912.SZ,20240301,3.9300
002825.SZ,20240301,6.6600
839719.BJ,20240301,11.4300
002060.SZ,20240301,4.2700
600892.SH,20240301,4.9300
300132.SZ,20240301,3.8100
301024.SZ,20240301,20.1800
002318.SZ,20240301,22.8100
603697.SH,20240301,7.2000
600360.SH,20240301,6.4700
688518.SH,20240301,15.9100
600719.SH,20240301,7.2100
600602.SH,20240301,12.4000
873169.BJ,20240301,7.8300
002643.SZ,20240301,15.1900
000415.SZ,20240301,2.2300
600967.SH,20240301,8.1000
002338.SZ,20240301,30.3000
300687.SZ,20240301,19.7100
301220.SZ,20240301,28.7000
300187.SZ,20240301,4.5600
003032.SZ,20240301,12.1500
300614.SZ,20240301,12.8500
603779.SH,20240301,9.3000
836957.BJ,20240301,7.4500
688202.SH,20240301,43.3500
300436.SZ,20240301,19.5500
000004.SZ,20240301,12.7900
603558.SH,20240301,9.3000
002398.SZ,20240301,3.9500
688121.SH,20240301,17.8400
601163.SH,20240301,16.0700
688278.SH,20240301,58.8800
838262.BJ,20240301,14.8700
601133.SH,20240301,12.1300
300863.SZ,20240301,39.3400
600420.SH,20240301,9.0800
300446.SZ,20240301,13.1800
834058.BJ,20240301,19.0000
300499.SZ,20240301,12.8000
603228.SH,20240301,21.0000
300454.SZ,20240301,65.4500
002005.SZ,20240301,1.1800
873726.BJ,20240301,31.7100
000627.SZ,20240301,2.7400
603677.SH,20240301,10.9800
833819.BJ,20240301,3.7400
300648.SZ,20240301,19.2600
000068.SZ,20240301,3.9000
688381.SH,20240301,19.1200
688400.SH,20240301,23.0200
605166.SH,20240301,8.4900
688549.SH,20240301,7.2200
000576.SZ,20240301,7.0200
002526.SZ,20240301,2.5100
600901.SH,20240301,4.8400
600333.SH,20240301,4.0800
001373.SZ,20240301,30.8800
002475.SZ,20240301,28.3400
300709.SZ,20240301,27.7900
600744.SH,20240301,2.9000
300845.SZ,20240301,13.3600
301296.SZ,20240301,8.5000
000707.SZ,20240301,6.8600
603306.SH,20240301,21.4100
300008.SZ,20240301,3.7400
600814.SH,20240301,6.0800
600232.SH,20240301,4.4300
002646.SZ,20240301,11.2700
300371.SZ,20240301,9.1000
301019.SZ,20240301,18.0400
300616.SZ,20240301,14.1400
300486.SZ,20240301,6.1100
603948.SH,20240301,19.1800
002084.SZ,20240301,2.8000
300984.SZ,20240301,18.9300
000797.SZ,20240301,2.7000
601609.SH,20240301,5.8100
603123.SH,20240301,8.5900
688662.SH,20240301,25.2900
003029.SZ,20240301,17.3200
603286.SH,20240301,18.2300
002835.SZ,20240301,14.1200
301516.SZ,20240301,24.8200
002028.SZ,20240301,57.8800
300573.SZ,20240301,154.0200
000516.SZ,20240301,6.6000
834261.BJ,20240301,8.1800
000691.SZ,20240301,3.3800
600559.SH,20240301,18.9100
605011.SH,20240301,22.3600
430685.BJ,20240301,11.6500
603838.SH,20240301,4.6500
605339.SH,20240301,15.9300
603333.SH,20240301,4.6100
600854.SH,20240301,4.0800
688516.SH,20240301,90.8700
000059.SZ,20240301,5.1500
688201.SH,20240301,13.7800
301312.SZ,20240301,71.5300
000411.SZ,20240301,10.1600
600713.SH,20240301,4.5100
000547.SZ,20240301,7.4700
002996.SZ,20240301,8.3800
600708.SH,20240301,2.0000
300582.SZ,20240301,8.8500
000959.SZ,20240301,3.2900
003007.SZ,20240301,34.7000
603107.SH,20240301,18.5200
601588.SH,20240301,1.7800
300751.SZ,20240301,121.2000
603179.SH,20240301,43.5000
002749.SZ,20240301,15.6500
301260.SZ,20240301,12.9000
600518.SH,20240301,1.8800
301286.SZ,20240301,28.8600
603110.SH,20240301,18.8100
600815.SH,20240301,2.3600
002408.SZ,20240301,4.9700
002636.SZ,20240301,6.6700
600585.SH,20240301,23.7700
600027.SH,20240301,6.0000
301222.SZ,20240301,21.6400
002226.SZ,20240301,4.4800
601858.SH,20240301,27.2200
832491.BJ,20240301,16.5500
002195.SZ,20240301,2.8900
002321.SZ,20240301,1.9400
002180.SZ,20240301,25.7700
601668.SH,20240301,5.3200
835640.BJ,20240301,18.5000
688258.SH,20240301,41.9200
300418.SZ,20240301,42.3800
301367.SZ,20240301,105.5000
300607.SZ,20240301,13.4500
688320.SH,20240301,33.4800
301185.SZ,20240301,17.7600
600753.SH,20240301,7.6900
301199.SZ,20240301,22.4200
600336.SH,20240301,4.6600
301061.SZ,20240301,52.1800
300027.SZ,20240301,2.3900
002755.SZ,20240301,8.8300
300159.SZ,20240301,2.0400
002540.SZ,20240301,5.2700
002913.SZ,20240301,28.0800
301026.SZ,20240301,23.9200
000815.SZ,20240301,9.0900
603083.SH,20240301,48.1800
300587.SZ,20240301,4.4200
002936.SZ,20240301,2.0900
301012.SZ,20240301,15.8800
600426.SH,20240301,27.4400
603279.SH,20240301,20.3300
301050.SZ,20240301,50.7500
301038.SZ,20240301,14.1900
300490.SZ,20240301,9.2000
300797.SZ,20240301,10.8900
300608.SZ,20240301,12.7500
002805.SZ,20240301,11.5700
300195.SZ,20240301,5.1800
000678.SZ,20240301,5.4500
300166.SZ,20240301,8.7200
688548.SH,20240301,11.0300
300567.SZ,20240301,69.6300
600638.SH,20240301,4.3800
002426.SZ,20240301,1.8300
301225.SZ,20240301,29.9300
300532.SZ,20240301,14.6500
300513.SZ,20240301,9.7000
300889.SZ,20240301,11.0600
836077.BJ,20240301,12.4000
000828.SZ,20240301,9.9200
600725.SH,20240301,2.6600
688426.SH,20240301,21.0500
000529.SZ,20240301,5.5900
601956.SH,20240301,4.6100
600292.SH,20240301,5.1100
605389.SH,20240301,21.1200
688788.SH,20240301,28.3300
600375.SH,20240301,5.7600
603986.SH,20240301,75.7600
603588.SH,20240301,5.6700
002892.SZ,20240301,13.6900
002388.SZ,20240301,4.2600
002972.SZ,20240301,8.5300
300612.SZ,20240301,17.8400
600984.SH,20240301,2.6900
000537.SZ,20240301,9.9800
300877.SZ,20240301,12.8200
600903.SH,20240301,7.1200
301210.SZ,20240301,33.3000
603086.SH,20240301,4.0800
603066.SH,20240301,11.8800
002178.SZ,20240301,5.2700
000421.SZ,20240301,4.8600
603727.SH,20240301,11.6600
600718.SH,20240301,8.6500
002662.SZ,20240301,3.3400
300508.SZ,20240301,22.5100
301382.SZ,20240301,31.5500
002808.SZ,20240301,3.3500
600083.SH,20240301,6.1900
600106.SH,20240301,5.7400
688125.SH,20240301,30.4700
002661.SZ,20240301,7.7300
300978.SZ,20240301,10.8400
600153.SH,20240301,10.3200
000058.SZ,20240301,6.7800
603950.SH,20240301,14.0400
301201.SZ,20240301,19.1000
834950.BJ,20240301,18.6900
688399.SH,20240301,56.8000
300189.SZ,20240301,3.0900
300395.SZ,20240301,31.2700
300958.SZ,20240301,13.4100
872351.BJ,20240301,7.9700
601916.SH,20240301,2.7900
002979.SZ,20240301,17.7300
002410.SZ,20240301,13.9800
603322.SH,20240301,38.9400
002932.SZ,20240301,18.7400
000428.SZ,20240301,3.3000
601096.SH,20240301,5.6100
688617.SH,20240301,450.0800
300148.SZ,20240301,3.2500
600361.SH,20240301,4.1300
002255.SZ,20240301,5.0100
300146.SZ,20240301,16.7800
688608.SH,20240301,113.9800
603188.SH,20240301,2.6900
002866.SZ,20240301,15.8600
603059.SH,20240301,18.8500
300128.SZ,20240301,4.3200
838837.BJ,20240301,8.0600
000936.SZ,20240301,8.8800
600403.SH,20240301,3.6300
688511.SH,20240301,22.6500
300397.SZ,20240301,7.8900
605319.SH,20240301,19.6700
002151.SZ,20240301,28.1600
300399.SZ,20240301,11.6400
601669.SH,20240301,5.0900
002672.SZ,20240301,4.4100
000701.SZ,20240301,4.1700
002292.SZ,20240301,7.8100
603023.SH,20240301,3.3800
001202.SZ,20240301,13.1100
002571.SZ,20240301,4.5100
300266.SZ,20240301,2.0200
832978.BJ,20240301,11.9200
002978.SZ,20240301,29.2300
688382.SH,20240301,11.4500
300034.SZ,20240301,16.5800
600958.SH,20240301,8.9700
300800.SZ,20240301,10.0600
000681.SZ,20240301,14.2000
688709.SH,20240301,24.6000
605298.SH,20240301,10.5600
002471.SZ,20240301,2.7500
688595.SH,20240301,33.4400
003037.SZ,20240301,8.0700
835892.BJ,20240301,12.0500
605399.SH,20240301,12.0400
300224.SZ,20240301,10.5900
834415.BJ,20240301,5.7400
301093.SZ,20240301,26.8800
600316.SH,20240301,17.8500
601107.SH,20240301,5.0200
300580.SZ,20240301,29.4100
002907.SZ,20240301,13.6800
002609.SZ,20240301,9.1900
002109.SZ,20240301,3.6600
002125.SZ,20240301,9.0800
002355.SZ,20240301,4.2100
002922.SZ,20240301,12.9200
001378.SZ,20240301,28.5800
600429.SH,20240301,4.1200
000915.SZ,20240301,31.8100
002374.SZ,20240301,2.9100
300217.SZ,20240301,4.6900
688526.SH,20240301,16.5500
603136.SH,20240301,17.6600
300260.SZ,20240301,28.5700
688682.SH,20240301,32.1200
600990.SH,20240301,14.9800
002141.SZ,20240301,1.9700
603052.SH,20240301,36.9900
601106.SH,20240301,2.8500
688553.SH,20240301,12.8400
300911.SZ,20240301,29.9000
600624.SH,20240301,4.9300
002301.SZ,20240301,6.0800
688252.SH,20240301,14.9800
300155.SZ,20240301,3.9400
001300.SZ,20240301,13.4300
688273.SH,20240301,25.0000
600312.SH,20240301,14.3300
301183.SZ,20240301,42.6500
002100.SZ,20240301,7.2800
605488.SH,20240301,12.6400
600831.SH,20240301,4.2500
301102.SZ,20240301,15.5300
301381.SZ,20240301,26.8100
002882.SZ,20240301,16.1700
603687.SH,20240301,10.2000
300603.SZ,20240301,8.8700
600300.SH,20240301,2.7700
300795.SZ,20240301,38.6300
605599.SH,20240301,12.5000
300745.SZ,20240301,19.5800
605228.SH,20240301,9.1100
300253.SZ,20240301,7.1500
000607.SZ,20240301,3.9900
600020.SH,20240301,3.7000
688036.SH,20240301,165.2600
300311.SZ,20240301,5.2100
836414.BJ,20240301,12.8600
300799.SZ,20240301,19.0800
688468.SH,20240301,7.8000
300702.SZ,20240301,17.4300
300289.SZ,20240301,4.6100
300463.SZ,20240301,12.9500
838701.BJ,20240301,15.8700
300354.SZ,20240301,45.5800
603269.SH,20240301,10.7900
000895.SZ,20240301,29.1400
301529.SZ,20240301,31.2300
603711.SH,20240301,13.7900
300498.SZ,20240301,18.8500
830809.BJ,20240301,5.1700
830799.BJ,20240301,12.9600
430476.BJ,20240301,11.7800
603979.SH,20240301,43.3200
688271.SH,20240301,138.5000
300050.SZ,20240301,3.4700
688275.SH,20240301,48.8800
001260.SZ,20240301,15.7000
002430.SZ,20240301,27.7600
600986.SH,20240301,5.0400
300652.SZ,20240301,18.9900
871553.BJ,20240301,5.1000
600057.SH,20240301,6.8200
600459.SH,20240301,14.2800
831039.BJ,20240301,7.5800
300160.SZ,20240301,4.9400
301380.SZ,20240301,36.9000
002168.SZ,20240301,3.7400
603778.SH,20240301,3.7100
300485.SZ,20240301,8.2500
002693.SZ,20240301,5.6000
603329.SH,20240301,14.1900
600664.SH,20240301,2.8900
002386.SZ,20240301,4.5300
600615.SH,20240301,10.0000
300341.SZ,20240301,9.5400
000039.SZ,20240301,9.4400
603351.SH,20240301,21.0300
300135.SZ,20240301,2.4400
300843.SZ,20240301,16.3500
600235.SH,20240301,4.6200
002545.SZ,20240301,6.9900
600712.SH,20240301,3.8000
