S_INFO_WINDCODE,TRADE_DT,S_DQ_CLOSE
300870.SZ,20240311,48.7800
002049.SZ,20240311,70.9500
600862.SH,20240311,19.5300
300034.SZ,20240311,16.4100
300845.SZ,20240311,13.8900
832885.BJ,20240311,6.6200
600744.SH,20240311,3.1700
601995.SH,20240311,34.1900
300085.SZ,20240311,11.6000
688627.SH,20240311,69.9500
600496.SH,20240311,2.8900
300173.SZ,20240311,4.3600
300853.SZ,20240311,20.6000
301231.SZ,20240311,20.3100
688228.SH,20240311,58.9000
300933.SZ,20240311,8.4400
002620.SZ,20240311,3.8300
002315.SZ,20240311,34.9400
603863.SH,20240311,41.1200
605208.SH,20240311,6.7700
000767.SZ,20240311,2.8500
002713.SZ,20240311,5.6900
603323.SH,20240311,4.4700
002173.SZ,20240311,9.8800
688015.SH,20240311,15.9600
600053.SH,20240311,17.6000
600714.SH,20240311,7.0000
839493.BJ,20240311,49.0600
601113.SH,20240311,3.1900
600331.SH,20240311,6.7200
601969.SH,20240311,6.2300
600475.SH,20240311,11.2000
301321.SZ,20240311,14.1200
603226.SH,20240311,4.1400
300388.SZ,20240311,5.7600
002490.SZ,20240311,3.3700
603659.SH,20240311,19.0100
301108.SZ,20240311,28.3400
000517.SZ,20240311,2.2300
000815.SZ,20240311,10.2000
603869.SH,20240311,8.2800
300715.SZ,20240311,9.0500
688082.SH,20240311,94.9800
603948.SH,20240311,20.5200
000801.SZ,20240311,11.3300
300073.SZ,20240311,36.6200
603725.SH,20240311,9.1000
000553.SZ,20240311,6.2600
600604.SH,20240311,4.1900
601825.SH,20240311,6.3700
301086.SZ,20240311,36.7500
688378.SH,20240311,36.1600
603102.SH,20240311,34.6100
603300.SH,20240311,6.6600
688699.SH,20240311,30.2000
300710.SZ,20240311,17.7900
601020.SH,20240311,8.3900
600132.SH,20240311,66.0100
688327.SH,20240311,14.9200
000828.SZ,20240311,9.8500
603927.SH,20240311,29.3800
600811.SH,20240311,1.6200
603960.SH,20240311,34.6700
603696.SH,20240311,7.9600
600960.SH,20240311,3.7300
002230.SZ,20240311,51.4900
838030.BJ,20240311,3.2800
002718.SZ,20240311,11.8700
002876.SZ,20240311,25.2800
600243.SH,20240311,3.6300
600480.SH,20240311,9.6000
300645.SZ,20240311,15.0700
603983.SH,20240311,31.1200
833230.BJ,20240311,10.0400
688253.SH,20240311,35.7000
603920.SH,20240311,20.0500
603203.SH,20240311,22.2500
688589.SH,20240311,32.9500
688548.SH,20240311,10.5000
002886.SZ,20240311,15.0900
688004.SH,20240311,20.5000
600356.SH,20240311,6.6400
002360.SZ,20240311,5.7800
600874.SH,20240311,5.5000
300941.SZ,20240311,19.5700
605123.SH,20240311,72.5700
000856.SZ,20240311,7.7400
000889.SZ,20240311,1.6800
605058.SH,20240311,17.2500
600455.SH,20240311,19.2600
002966.SZ,20240311,7.1800
002458.SZ,20240311,10.2200
002793.SZ,20240311,4.5200
600023.SH,20240311,5.9700
600777.SH,20240311,2.6600
600216.SH,20240311,9.6100
300487.SZ,20240311,47.6200
000810.SZ,20240311,11.7800
300881.SZ,20240311,20.3100
603855.SH,20240311,20.1400
600517.SH,20240311,4.8900
838163.BJ,20240311,12.2200
600787.SH,20240311,4.9000
300161.SZ,20240311,32.9800
300460.SZ,20240311,8.8800
300226.SZ,20240311,22.9600
301197.SZ,20240311,13.5800
300411.SZ,20240311,9.0000
603173.SH,20240311,20.8400
688306.SH,20240311,4.4100
837092.BJ,20240311,30.1900
301260.SZ,20240311,12.8100
002646.SZ,20240311,11.1800
600033.SH,20240311,3.3300
301056.SZ,20240311,7.9800
600571.SH,20240311,13.9300
688270.SH,20240311,54.0900
000807.SZ,20240311,12.4300
002712.SZ,20240311,4.6500
688516.SH,20240311,104.6300
000976.SZ,20240311,1.3900
301109.SZ,20240311,14.7400
603366.SH,20240311,5.0800
002536.SZ,20240311,12.9200
603701.SH,20240311,10.7300
430564.BJ,20240311,11.5700
002037.SZ,20240311,6.1800
688285.SH,20240311,7.8000
605378.SH,20240311,20.8000
600277.SH,20240311,2.4600
300243.SZ,20240311,7.1200
301382.SZ,20240311,31.7000
600941.SH,20240311,106.8900
603077.SH,20240311,2.4400
600916.SH,20240311,11.0700
600981.SH,20240311,2.4400
688472.SH,20240311,14.2300
834058.BJ,20240311,18.2400
300903.SZ,20240311,7.6800
430476.BJ,20240311,11.3800
301317.SZ,20240311,17.5400
601096.SH,20240311,5.5700
000999.SZ,20240311,54.5700
688439.SH,20240311,84.0000
300131.SZ,20240311,4.9200
603533.SH,20240311,20.5800
002442.SZ,20240311,4.5700
600763.SH,20240311,65.1200
002322.SZ,20240311,12.6100
600611.SH,20240311,2.7300
688489.SH,20240311,33.7500
002384.SZ,20240311,15.1100
688563.SH,20240311,56.9000
603880.SH,20240311,4.1600
300323.SZ,20240311,5.1400
603031.SH,20240311,45.3500
300101.SZ,20240311,17.9900
600675.SH,20240311,3.0100
301512.SZ,20240311,52.7400
603788.SH,20240311,12.0000
833030.BJ,20240311,11.2400
600060.SH,20240311,24.9800
002426.SZ,20240311,1.8400
300606.SZ,20240311,22.4700
600298.SH,20240311,31.5900
300782.SZ,20240311,110.5500
300741.SZ,20240311,18.8900
600351.SH,20240311,6.1900
300453.SZ,20240311,6.3000
002414.SZ,20240311,7.5000
688287.SH,20240311,8.4500
603826.SH,20240311,48.3200
600359.SH,20240311,6.4500
601000.SH,20240311,4.4000
000981.SZ,20240311,1.3000
000783.SZ,20240311,5.4100
300182.SZ,20240311,5.1600
601015.SH,20240311,3.8100
430198.BJ,20240311,8.6500
688702.SH,20240311,41.2100
601018.SH,20240311,3.4600
301195.SZ,20240311,42.5500
688450.SH,20240311,27.6200
000523.SZ,20240311,3.0500
605133.SH,20240311,20.9600
002424.SZ,20240311,7.7300
000710.SZ,20240311,8.1200
301046.SZ,20240311,23.0600
300824.SZ,20240311,7.2200
601158.SH,20240311,5.6700
002201.SZ,20240311,5.7400
300809.SZ,20240311,27.3200
002401.SZ,20240311,18.1200
002941.SZ,20240311,11.8500
603325.SH,20240311,75.4100
688305.SH,20240311,85.0000
601991.SH,20240311,2.7800
002197.SZ,20240311,9.5100
000605.SZ,20240311,4.7800
600688.SH,20240311,2.7400
603058.SH,20240311,7.0500
002708.SZ,20240311,9.4200
600831.SH,20240311,4.2200
300013.SZ,20240311,3.1300
603273.SH,20240311,29.7200
300638.SZ,20240311,17.1300
000056.SZ,20240311,3.1700
002901.SZ,20240311,30.4500
601005.SH,20240311,1.3200
001298.SZ,20240311,26.5400
688568.SH,20240311,46.7900
002469.SZ,20240311,5.2700
002281.SZ,20240311,42.8600
002767.SZ,20240311,13.3400
300169.SZ,20240311,6.1000
688084.SH,20240311,51.8400
600197.SH,20240311,20.3900
300485.SZ,20240311,8.3100
300617.SZ,20240311,29.9000
301389.SZ,20240311,14.2100
603517.SH,20240311,21.0200
300702.SZ,20240311,16.9600
000960.SZ,20240311,14.5200
603995.SH,20240311,16.5100
000790.SZ,20240311,3.9000
000622.SZ,20240311,2.9400
301270.SZ,20240311,31.2100
002531.SZ,20240311,11.2800
301448.SZ,20240311,27.0700
871634.BJ,20240311,11.4900
002081.SZ,20240311,3.5000
600600.SH,20240311,80.9100
600775.SH,20240311,11.3100
600167.SH,20240311,5.8800
688499.SH,20240311,29.4000
603327.SH,20240311,16.8500
600906.SH,20240311,7.6400
002783.SZ,20240311,8.7500
000970.SZ,20240311,9.5000
601700.SH,20240311,4.4900
002479.SZ,20240311,4.1800
603601.SH,20240311,2.9400
603129.SH,20240311,118.8500
603655.SH,20240311,15.1000
300108.SZ,20240311,2.4700
603888.SH,20240311,25.6900
688148.SH,20240311,5.3500
301187.SZ,20240311,17.4000
300747.SZ,20240311,21.2800
600058.SH,20240311,8.4700
603919.SH,20240311,21.0400
002335.SZ,20240311,29.0500
002622.SZ,20240311,2.3000
600855.SH,20240311,8.7600
001202.SZ,20240311,12.7100
688686.SH,20240311,80.4500
002022.SZ,20240311,7.9200
600292.SH,20240311,5.1200
600038.SH,20240311,37.8000
600361.SH,20240311,4.1500
002508.SZ,20240311,24.5600
603786.SH,20240311,63.8000
301039.SZ,20240311,9.6000
300066.SZ,20240311,3.9100
300424.SZ,20240311,10.5000
002849.SZ,20240311,15.0700
836504.BJ,20240311,16.4500
600500.SH,20240311,4.1400
300573.SZ,20240311,186.8000
300761.SZ,20240311,19.7600
300105.SZ,20240311,5.9900
300049.SZ,20240311,47.0000
603901.SH,20240311,10.1900
300012.SZ,20240311,12.6700
002012.SZ,20240311,4.2000
000568.SZ,20240311,172.9000
688553.SH,20240311,13.0900
600000.SH,20240311,7.1100
601952.SH,20240311,9.7300
000798.SZ,20240311,7.0500
002222.SZ,20240311,28.4900
300479.SZ,20240311,17.4500
603297.SH,20240311,75.1900
600751.SH,20240311,2.4200
603757.SH,20240311,24.1800
601101.SH,20240311,7.3700
603968.SH,20240311,10.6600
600814.SH,20240311,6.1900
300949.SZ,20240311,41.4000
833533.BJ,20240311,14.0600
600050.SH,20240311,4.7800
688248.SH,20240311,31.0700
002344.SZ,20240311,3.5800
300050.SZ,20240311,3.4900
603859.SH,20240311,41.5000
835179.BJ,20240311,17.9900
832110.BJ,20240311,18.0000
871263.BJ,20240311,16.6500
002533.SZ,20240311,9.5600
600481.SH,20240311,8.5200
002155.SZ,20240311,13.2000
601566.SH,20240311,9.2900
002676.SZ,20240311,3.7900
002248.SZ,20240311,7.6700
002093.SZ,20240311,7.2100
000557.SZ,20240311,4.5500
603042.SH,20240311,11.6000
301520.SZ,20240311,53.2600
600493.SH,20240311,5.2500
002853.SZ,20240311,9.0600
603015.SH,20240311,7.9700
688603.SH,20240311,54.6200
603177.SH,20240311,8.8000
003040.SZ,20240311,14.2600
831906.BJ,20240311,16.0600
300198.SZ,20240311,2.0500
300253.SZ,20240311,6.9800
600352.SH,20240311,8.4700
002839.SZ,20240311,4.0400
002574.SZ,20240311,4.9800
000698.SZ,20240311,3.4500
603082.SH,20240311,38.6800
600330.SH,20240311,8.5200
600129.SH,20240311,37.3400
002079.SZ,20240311,10.0100
603936.SH,20240311,7.7900
603026.SH,20240311,38.5300
603096.SH,20240311,17.7000
002615.SZ,20240311,6.3800
003000.SZ,20240311,13.8000
600886.SH,20240311,14.9600
601528.SH,20240311,5.0800
000868.SZ,20240311,4.6500
002880.SZ,20240311,28.4100
301211.SZ,20240311,18.0000
600446.SH,20240311,12.7900
688566.SH,20240311,25.2100
002031.SZ,20240311,3.8500
836395.BJ,20240311,8.6700
300176.SZ,20240311,5.0200
603819.SH,20240311,12.4900
600551.SH,20240311,11.3000
300580.SZ,20240311,29.4700
000537.SZ,20240311,10.1700
300410.SZ,20240311,6.3700
001322.SZ,20240311,9.5500
688656.SH,20240311,25.7800
603519.SH,20240311,12.8600
001373.SZ,20240311,31.7700
688108.SH,20240311,12.1900
000617.SZ,20240311,5.9600
603721.SH,20240311,28.8500
301009.SZ,20240311,8.4900
301486.SZ,20240311,36.8600
300267.SZ,20240311,2.5400
600668.SH,20240311,9.2100
002663.SZ,20240311,1.6100
003032.SZ,20240311,12.5600
000677.SZ,20240311,2.4300
688226.SH,20240311,15.3400
600521.SH,20240311,13.7100
600266.SH,20240311,4.0100
002312.SZ,20240311,7.1000
688109.SH,20240311,21.7700
831961.BJ,20240311,12.3300
002038.SZ,20240311,9.1600
002104.SZ,20240311,6.8200
301345.SZ,20240311,53.9300
600773.SH,20240311,9.8800
300511.SZ,20240311,3.8800
002405.SZ,20240311,7.3200
002116.SZ,20240311,10.2700
300374.SZ,20240311,15.7600
300409.SZ,20240311,9.5700
300898.SZ,20240311,19.6500
601688.SH,20240311,14.6400
002973.SZ,20240311,9.4300
603377.SH,20240311,3.1100
001331.SZ,20240311,12.5000
688326.SH,20240311,71.8800
601677.SH,20240311,10.8700
603016.SH,20240311,18.1000
601788.SH,20240311,17.0500
300647.SZ,20240311,4.9300
001234.SZ,20240311,16.8800
002158.SZ,20240311,20.5800
301519.SZ,20240311,15.8900
300491.SZ,20240311,19.7200
603128.SH,20240311,7.3800
300029.SZ,20240311,5.1000
300212.SZ,20240311,27.0900
603918.SH,20240311,16.6300
002837.SZ,20240311,33.1500
603959.SH,20240311,5.5700
002588.SZ,20240311,6.2800
603363.SH,20240311,4.0500
605266.SH,20240311,49.8500
000419.SZ,20240311,4.4500
833075.BJ,20240311,10.5100
300406.SZ,20240311,20.9800
688509.SH,20240311,3.7000
002457.SZ,20240311,8.1000
688261.SH,20240311,65.8800
002418.SZ,20240311,2.6400
002307.SZ,20240311,3.8900
002250.SZ,20240311,6.2200
430090.BJ,20240311,3.5700
603099.SH,20240311,25.2800
601077.SH,20240311,4.6700
600867.SH,20240311,10.1100
002623.SZ,20240311,23.4600
000420.SZ,20240311,3.0300
688343.SH,20240311,40.2500
002594.SZ,20240311,198.7400
688099.SH,20240311,55.4500
002500.SZ,20240311,5.2900
002266.SZ,20240311,3.3900
603703.SH,20240311,11.0500
300499.SZ,20240311,14.2400
601188.SH,20240311,3.6200
603583.SH,20240311,17.5700
000100.SZ,20240311,4.7500
002011.SZ,20240311,13.0800
301033.SZ,20240311,32.9300
002632.SZ,20240311,9.0300
601933.SH,20240311,2.5700
002274.SZ,20240311,7.7800
002558.SZ,20240311,11.5600
600168.SH,20240311,5.8300
000630.SZ,20240311,3.6600
002859.SZ,20240311,22.7800
301213.SZ,20240311,35.8100
000953.SZ,20240311,3.5800
300205.SZ,20240311,6.2700
688147.SH,20240311,38.7900
002599.SZ,20240311,7.1000
601399.SH,20240311,2.9000
603895.SH,20240311,23.5400
001332.SZ,20240311,27.8400
600160.SH,20240311,19.7500
300298.SZ,20240311,21.6100
605186.SH,20240311,44.4600
601208.SH,20240311,10.9400
600318.SH,20240311,7.3100
600072.SH,20240311,17.4000
600468.SH,20240311,5.0500
688475.SH,20240311,46.6100
300225.SZ,20240311,6.0700
301081.SZ,20240311,7.8000
002333.SZ,20240311,6.1500
600879.SH,20240311,7.2000
688528.SH,20240311,7.7200
002292.SZ,20240311,7.7000
000788.SZ,20240311,5.2200
688092.SH,20240311,30.1500
600982.SH,20240311,3.8500
603280.SH,20240311,20.4200
603690.SH,20240311,27.1800
836239.BJ,20240311,13.4000
603609.SH,20240311,7.0100
002433.SZ,20240311,1.9900
688100.SH,20240311,36.3300
300543.SZ,20240311,7.7300
300481.SZ,20240311,14.0100
688309.SH,20240311,15.5900
600249.SH,20240311,4.6500
603199.SH,20240311,34.3000
002241.SZ,20240311,17.6700
002563.SZ,20240311,5.5400
688366.SH,20240311,109.7000
002002.SZ,20240311,0.5800
002498.SZ,20240311,3.8100
000915.SZ,20240311,33.1100
300619.SZ,20240311,41.4500
601186.SH,20240311,8.5300
600753.SH,20240311,7.1000
603477.SH,20240311,33.2200
000712.SZ,20240311,12.0000
300021.SZ,20240311,4.0200
301516.SZ,20240311,24.4500
002629.SZ,20240311,2.9600
600764.SH,20240311,22.7800
301559.SZ,20240311,16.8000
002072.SZ,20240311,4.0500
300721.SZ,20240311,10.1700
301246.SZ,20240311,21.5000
688091.SH,20240311,46.6300
601168.SH,20240311,18.0700
688428.SH,20240311,9.6800
603165.SH,20240311,10.7700
300906.SZ,20240311,20.6200
000933.SZ,20240311,19.5100
002203.SZ,20240311,9.2500
601108.SH,20240311,7.9200
600143.SH,20240311,7.1700
873223.BJ,20240311,3.5100
002698.SZ,20240311,15.3700
300998.SZ,20240311,20.3400
301019.SZ,20240311,18.6400
300959.SZ,20240311,27.4600
301239.SZ,20240311,62.7900
301327.SZ,20240311,60.7000
301171.SZ,20240311,19.5300
600926.SH,20240311,11.1200
600846.SH,20240311,8.6200
002851.SZ,20240311,25.7900
688005.SH,20240311,32.4200
871478.BJ,20240311,18.5100
300682.SZ,20240311,13.2300
603368.SH,20240311,21.5500
002530.SZ,20240311,7.9500
002521.SZ,20240311,7.9800
300172.SZ,20240311,4.9000
603259.SH,20240311,54.7700
688201.SH,20240311,13.2200
601689.SH,20240311,58.5000
300649.SZ,20240311,11.9400
600750.SH,20240311,23.7800
600458.SH,20240311,10.0600
688486.SH,20240311,95.6000
000401.SZ,20240311,5.7100
603739.SH,20240311,10.3300
002505.SZ,20240311,1.2800
603709.SH,20240311,12.7700
605337.SH,20240311,11.3100
300459.SZ,20240311,4.6100
300669.SZ,20240311,13.4100
601949.SH,20240311,8.0600
688633.SH,20240311,25.9000
601882.SH,20240311,28.4000
688618.SH,20240311,42.6200
300973.SZ,20240311,35.2000
600837.SH,20240311,9.1700
300045.SZ,20240311,22.6400
301031.SZ,20240311,106.0000
002069.SZ,20240311,3.3400
603668.SH,20240311,16.9200
300445.SZ,20240311,19.8500
600671.SH,20240311,8.9300
001217.SZ,20240311,10.8800
002110.SZ,20240311,3.6600
002909.SZ,20240311,5.6500
000789.SZ,20240311,6.3200
002782.SZ,20240311,11.7900
003002.SZ,20240311,12.2100
600101.SH,20240311,7.5700
688418.SH,20240311,17.4500
002691.SZ,20240311,6.0200
002198.SZ,20240311,6.2800
002827.SZ,20240311,15.8500
603176.SH,20240311,4.6600
300014.SZ,20240311,42.5000
301323.SZ,20240311,30.5400
301380.SZ,20240311,38.0000
301067.SZ,20240311,25.9200
002410.SZ,20240311,12.9200
603800.SH,20240311,22.2600
600078.SH,20240311,5.6200
300293.SZ,20240311,16.5400
002496.SZ,20240311,1.6100
688613.SH,20240311,15.6200
603269.SH,20240311,12.0800
002729.SZ,20240311,14.6900
002082.SZ,20240311,4.8200
002723.SZ,20240311,8.7500
603085.SH,20240311,8.4300
300858.SZ,20240311,16.9400
300812.SZ,20240311,29.0000
301170.SZ,20240311,24.2800
831304.BJ,20240311,6.8300
002452.SZ,20240311,6.7900
603260.SH,20240311,54.2900
600510.SH,20240311,5.0100
002267.SZ,20240311,6.4900
600449.SH,20240311,17.8200
688020.SH,20240311,33.1600
600369.SH,20240311,4.1300
002208.SZ,20240311,5.2200
002119.SZ,20240311,11.2000
002565.SZ,20240311,2.8000
300192.SZ,20240311,10.1600
688502.SH,20240311,125.9400
301518.SZ,20240311,17.5200
002341.SZ,20240311,3.2200
000931.SZ,20240311,4.3800
688102.SH,20240311,11.8400
601727.SH,20240311,4.3000
301331.SZ,20240311,34.9600
003023.SZ,20240311,15.2200
603867.SH,20240311,26.4900
300913.SZ,20240311,29.7600
600908.SH,20240311,5.1500
300102.SZ,20240311,6.6200
601615.SH,20240311,10.4400
002129.SZ,20240311,13.7500
688788.SH,20240311,28.3400
002864.SZ,20240311,32.4900
688700.SH,20240311,38.9900
601838.SH,20240311,13.4100
002357.SZ,20240311,5.7400
603828.SH,20240311,2.6500
002977.SZ,20240311,26.9700
688183.SH,20240311,9.4400
688265.SH,20240311,27.0000
000913.SZ,20240311,14.0700
301299.SZ,20240311,45.5900
000703.SZ,20240311,6.8000
603955.SH,20240311,11.8900
600682.SH,20240311,6.1500
002349.SZ,20240311,7.6100
688629.SH,20240311,23.9900
002551.SZ,20240311,2.9800
603185.SH,20240311,28.5100
000978.SZ,20240311,6.6800
688592.SH,20240311,40.3500
300661.SZ,20240311,72.3100
300540.SZ,20240311,21.9400
300341.SZ,20240311,9.6700
000681.SZ,20240311,14.0800
600850.SH,20240311,20.4500
688007.SH,20240311,19.2200
300402.SZ,20240311,16.6000
300987.SZ,20240311,15.0400
000564.SZ,20240311,1.9900
000980.SZ,20240311,2.6600
300113.SZ,20240311,12.5800
300569.SZ,20240311,5.4500
002650.SZ,20240311,3.0600
300324.SZ,20240311,3.2900
688561.SH,20240311,35.0900
600131.SH,20240311,19.7600
600183.SH,20240311,17.7300
600027.SH,20240311,6.5900
000572.SZ,20240311,4.0700
688658.SH,20240311,16.9100
839371.BJ,20240311,4.8800
601958.SH,20240311,10.6000
301222.SZ,20240311,23.0500
301505.SZ,20240311,26.7500
300438.SZ,20240311,25.9100
300337.SZ,20240311,6.7600
002738.SZ,20240311,38.3900
300697.SZ,20240311,10.4100
601619.SH,20240311,3.4900
600608.SH,20240311,3.7900
838924.BJ,20240311,12.4800
688050.SH,20240311,150.0100
832802.BJ,20240311,9.3800
002041.SZ,20240311,10.7300
688152.SH,20240311,49.1900
002050.SZ,20240311,25.2500
832522.BJ,20240311,16.7000
000882.SZ,20240311,1.4900
600284.SH,20240311,6.0400
605018.SH,20240311,8.5100
002863.SZ,20240311,4.5700
688533.SH,20240311,28.5000
600784.SH,20240311,5.2800
300506.SZ,20240311,4.8800
300650.SZ,20240311,9.8900
600508.SH,20240311,15.1300
605358.SH,20240311,23.7300
300444.SZ,20240311,6.3700
002617.SZ,20240311,5.7400
603160.SH,20240311,64.5200
002523.SZ,20240311,3.1900
603320.SH,20240311,11.8400
300953.SZ,20240311,52.8000
603221.SH,20240311,7.9400
688030.SH,20240311,13.4800
001228.SZ,20240311,24.7500
300723.SZ,20240311,24.4500
002780.SZ,20240311,10.7300
300328.SZ,20240311,5.3900
605389.SH,20240311,21.3700
600717.SH,20240311,4.3100
603150.SH,20240311,26.3600
301338.SZ,20240311,31.0300
002252.SZ,20240311,7.2100
600579.SH,20240311,7.4200
430418.BJ,20240311,21.5600
300347.SZ,20240311,43.0400
300839.SZ,20240311,8.8100
603733.SH,20240311,15.5200
002487.SZ,20240311,23.9000
000797.SZ,20240311,2.6000
002285.SZ,20240311,1.9400
600740.SH,20240311,5.0000
002167.SZ,20240311,5.5500
000021.SZ,20240311,15.1400
002828.SZ,20240311,8.3100
601611.SH,20240311,7.2800
688198.SH,20240311,124.3900
300136.SZ,20240311,21.3900
301291.SZ,20240311,35.4800
002154.SZ,20240311,6.5900
603155.SH,20240311,18.7000
605566.SH,20240311,16.8500
000554.SZ,20240311,5.2700
002207.SZ,20240311,5.0100
002715.SZ,20240311,11.5300
000507.SZ,20240311,4.8100
300705.SZ,20240311,37.2100
000988.SZ,20240311,36.1200
688595.SH,20240311,33.8400
300291.SZ,20240311,5.6500
688172.SH,20240311,15.9900
601800.SH,20240311,8.3100
002788.SZ,20240311,7.9800
603309.SH,20240311,11.3600
300476.SZ,20240311,26.3000
300183.SZ,20240311,12.4600
300322.SZ,20240311,10.2800
600518.SH,20240311,1.9000
600511.SH,20240311,30.4700
300793.SZ,20240311,15.7000
688679.SH,20240311,8.7800
300565.SZ,20240311,12.2900
002524.SZ,20240311,4.6400
600345.SH,20240311,21.9200
600725.SH,20240311,2.7100
601339.SH,20240311,5.5400
000561.SZ,20240311,7.7400
300688.SZ,20240311,26.3700
300128.SZ,20240311,4.5000
003009.SZ,20240311,44.4900
600135.SH,20240311,6.2200
002177.SZ,20240311,4.1200
300394.SZ,20240311,138.8000
300631.SZ,20240311,24.5400
603882.SH,20240311,59.3200
002810.SZ,20240311,15.4600
300046.SZ,20240311,12.6900
301502.SZ,20240311,46.6100
002449.SZ,20240311,7.1700
600807.SH,20240311,2.7300
002589.SZ,20240311,2.6500
301300.SZ,20240311,22.3700
300141.SZ,20240311,8.1700
605218.SH,20240311,21.7300
600251.SH,20240311,7.9100
000498.SZ,20240311,5.5400
600115.SH,20240311,3.6800
688551.SH,20240311,53.3000
688678.SH,20240311,15.0700
600766.SH,20240311,16.1000
603201.SH,20240311,22.7700
000929.SZ,20240311,7.0000
600439.SH,20240311,2.6100
001333.SZ,20240311,17.1400
601212.SH,20240311,2.7000
300587.SZ,20240311,4.3800
600169.SH,20240311,2.3500
300031.SZ,20240311,15.3800
002535.SZ,20240311,4.8400
002375.SZ,20240311,3.8600
603808.SH,20240311,7.9100
003043.SZ,20240311,40.0500
002928.SZ,20240311,5.4000
600939.SH,20240311,2.8000
301049.SZ,20240311,15.5700
301267.SZ,20240311,28.6800
603557.SH,20240311,1.6000
603511.SH,20240311,13.4100
603348.SH,20240311,28.9500
603113.SH,20240311,6.9100
300150.SZ,20240311,3.4700
002313.SZ,20240311,10.5900
000017.SZ,20240311,9.7500
600343.SH,20240311,8.2400
300648.SZ,20240311,20.3000
301183.SZ,20240311,41.5600
601988.SH,20240311,4.5100
300302.SZ,20240311,12.4600
603421.SH,20240311,8.0900
000733.SZ,20240311,57.6200
600804.SH,20240311,3.3900
603833.SH,20240311,65.6600
002840.SZ,20240311,17.3100
603023.SH,20240311,3.3900
300496.SZ,20240311,60.8600
300931.SZ,20240311,5.9600
002302.SZ,20240311,6.5700
603605.SH,20240311,97.6000
600774.SH,20240311,7.5000
301125.SZ,20240311,15.7400
002542.SZ,20240311,2.2300
603885.SH,20240311,12.7300
300318.SZ,20240311,4.5700
002647.SZ,20240311,5.0000
002755.SZ,20240311,9.0700
002028.SZ,20240311,60.5000
600569.SH,20240311,1.7800
688646.SH,20240311,31.7000
300772.SZ,20240311,9.5600
002096.SZ,20240311,11.3500
603829.SH,20240311,12.5900
300684.SZ,20240311,18.3600
001255.SZ,20240311,25.8600
600371.SH,20240311,8.7400
605259.SH,20240311,24.3500
831195.BJ,20240311,11.1400
600603.SH,20240311,7.4100
002813.SZ,20240311,30.0200
603773.SH,20240311,29.5000
600526.SH,20240311,4.6700
000555.SZ,20240311,9.7500
002538.SZ,20240311,5.0400
834682.BJ,20240311,7.1900
002950.SZ,20240311,7.5800
300733.SZ,20240311,9.2900
002175.SZ,20240311,2.4600
600462.SH,20240311,2.4100
002692.SZ,20240311,3.9300
688443.SH,20240311,35.6900
000799.SZ,20240311,60.4000
002644.SZ,20240311,7.5700
830839.BJ,20240311,12.0000
600376.SH,20240311,2.6300
300622.SZ,20240311,16.2600
300813.SZ,20240311,16.7500
002903.SZ,20240311,18.9100
301356.SZ,20240311,15.1000
000725.SZ,20240311,4.0800
002562.SZ,20240311,3.2100
002055.SZ,20240311,6.7200
838262.BJ,20240311,13.7600
002128.SZ,20240311,17.0700
603535.SH,20240311,15.0600
301149.SZ,20240311,10.2800
600378.SH,20240311,31.1200
002431.SZ,20240311,2.5500
603989.SH,20240311,17.6000
300436.SZ,20240311,19.3300
000513.SZ,20240311,39.0900
600018.SH,20240311,5.3400
000539.SZ,20240311,5.1600
002423.SZ,20240311,8.3600
600011.SH,20240311,9.3700
301025.SZ,20240311,8.7100
001324.SZ,20240311,23.1100
300241.SZ,20240311,4.0100
600418.SH,20240311,16.8600
688506.SH,20240311,116.5000
300790.SZ,20240311,11.7400
300662.SZ,20240311,20.7000
300636.SZ,20240311,7.4600
601628.SH,20240311,29.3900
300731.SZ,20240311,20.4000
600219.SH,20240311,3.2500
002223.SZ,20240311,35.8700
000707.SZ,20240311,7.0900
000678.SZ,20240311,5.5200
603650.SH,20240311,28.2700
300188.SZ,20240311,15.9200
688586.SH,20240311,9.4000
002390.SZ,20240311,3.8600
600582.SH,20240311,6.9300
300986.SZ,20240311,8.4600
603055.SH,20240311,9.6900
603678.SH,20240311,22.0200
600546.SH,20240311,18.5900
601061.SH,20240311,8.0400
605068.SH,20240311,17.4200
300537.SZ,20240311,16.0700
002382.SZ,20240311,5.3300
301158.SZ,20240311,13.1300
688283.SH,20240311,40.9600
000967.SZ,20240311,4.8600
300510.SZ,20240311,5.1200
000516.SZ,20240311,6.4700
002101.SZ,20240311,12.8200
300093.SZ,20240311,22.5100
001309.SZ,20240311,95.0200
836957.BJ,20240311,7.0800
600066.SH,20240311,19.1100
002463.SZ,20240311,31.4000
301388.SZ,20240311,18.4900
002988.SZ,20240311,19.1700
600560.SH,20240311,17.4300
688312.SH,20240311,16.3600
430425.BJ,20240311,19.0900
002159.SZ,20240311,13.8100
300577.SZ,20240311,12.7500
603075.SH,20240311,20.0300
300181.SZ,20240311,11.1000
000566.SZ,20240311,3.6400
300698.SZ,20240311,30.7400
601138.SH,20240311,25.8200
603353.SH,20240311,18.0900
300838.SZ,20240311,12.7500
603915.SH,20240311,13.7500
002191.SZ,20240311,4.7300
600965.SH,20240311,4.8100
600081.SH,20240311,9.7000
002455.SZ,20240311,5.2800
002170.SZ,20240311,5.3800
